3072 0.038333
6144 0.039631
9216 0.039985
12288 0.039876
15360 0.037935
18432 0.036398
21504 0.036593
24576 0.040683
27648 0.042696
30720 0.040001
33792 0.039562
36864 0.043258
39936 0.037898
43008 0.042746
46080 0.039079
49152 0.041752
52224 0.042569
55296 0.044286
58368 0.046939
61440 0.045819
64512 0.048333
67584 0.043890
70656 0.045616
73728 0.044511
76800 0.043703
79872 0.044789
82944 0.045343
86016 0.045849
89088 0.047107
92160 0.046978
95232 0.046700
98304 0.047630
101376 0.046468
104448 0.046652
107520 0.043433
110592 0.046624
113664 0.046909
116736 0.045832
119808 0.045926
122880 0.044256
125952 0.043515
129024 0.043515
132096 0.043726
135168 0.047755
138240 0.046977
141312 0.044273
144384 0.043649
147456 0.043775
150528 0.043347
153600 0.043770
156672 0.043394
159744 0.043425
162816 0.043907
165888 0.046323
168960 0.043653
172032 0.043769
175104 0.043820
178176 0.044029
181248 0.043823
184320 0.043740
187392 0.044125
190464 0.043633
193536 0.043687
196608 0.043816
199680 0.043806
202752 0.043863
205824 0.043789
208896 0.043778
211968 0.043710
215040 0.043891
218112 0.043844
221184 0.043849
224256 0.044028
227328 0.043827
230400 0.043760
233472 0.043931
236544 0.043761
239616 0.044814
242688 0.048796
245760 0.046482
248832 0.044750
251904 0.045389
254976 0.045233
258048 0.044132
261120 0.045504
264192 0.045594
267264 0.044477
270336 0.045583
273408 0.044431
276480 0.044828
279552 0.045532
282624 0.044607
285696 0.044235
288768 0.047092
291840 0.044418
294912 0.044410
297984 0.044427
301056 0.045531
304128 0.044039
307200 0.045346
310272 0.044320
313344 0.045498
316416 0.048365
319488 0.046302
322560 0.045540
325632 0.045802
328704 0.047012
331776 0.045421
334848 0.045308
337920 0.044387
340992 0.046452
344064 0.048371
347136 0.046373
350208 0.044560
353280 0.045098
356352 0.046978
359424 0.048366
362496 0.044498
365568 0.044650
368640 0.045129
371712 0.046244
374784 0.044366
377856 0.044456
380928 0.044439
384000 0.045206
387072 0.045491
390144 0.044370
393216 0.044336
396288 0.044440
399360 0.046372
402432 0.044374
405504 0.044378
408576 0.045196
411648 0.045219
414720 0.044332
417792 0.044437
420864 0.046157
423936 0.044427
427008 0.044392
430080 0.045615
433152 0.046157
436224 0.044460
439296 0.045560
442368 0.046727
445440 0.044482
448512 0.045309
451584 0.047397
454656 0.045407
457728 0.044511
460800 0.045748
463872 0.046446
466944 0.044480
470016 0.046852
473088 0.047200
476160 0.044973
479232 0.049356
482304 0.049033
485376 0.048432
488448 0.048397
491520 0.048885
494592 0.045859
497664 0.048786
500736 0.047042
503808 0.049211
506880 0.048936
509952 0.047184
513024 0.049649
516096 0.051174
519168 0.050142
522240 0.048190
525312 0.049863
528384 0.049604
531456 0.050798
534528 0.046585
537600 0.049957
540672 0.049698
543744 0.049582
546816 0.048542
549888 0.047484
552960 0.048905
556032 0.047453
559104 0.049352
562176 0.048523
565248 0.047223
568320 0.047197
571392 0.046622
574464 0.046379
577536 0.048860
580608 0.046881
583680 0.045775
586752 0.048145
589824 0.046872
592896 0.046182
595968 0.046060
599040 0.046633
602112 0.047642
605184 0.049041
608256 0.048849
611328 0.048634
614400 0.048292
617472 0.046096
620544 0.048557
623616 0.046307
626688 0.048066
629760 0.046360
632832 0.048815
635904 0.046074
638976 0.047106
642048 0.048954
645120 0.046894
648192 0.049403
651264 0.045529
654336 0.047654
657408 0.045078
660480 0.045955
663552 0.045546
666624 0.046674
669696 0.045479
672768 0.045284
675840 0.046133
678912 0.046205
681984 0.047190
685056 0.046041
688128 0.048335
691200 0.045149
694272 0.047907
697344 0.045932
700416 0.051057
703488 0.048280
706560 0.049818
709632 0.048503
712704 0.053849
715776 0.047677
718848 0.047876
721920 0.049764
724992 0.051008
728064 0.049204
731136 0.048013
734208 0.048519
737280 0.050583
740352 0.046074
743424 0.050979
746496 0.048281
749568 0.045929
752640 0.047764
755712 0.046042
758784 0.046325
761856 0.046221
764928 0.046337
768000 0.046903
771072 0.045611
774144 0.045070
777216 0.047241
780288 0.046159
783360 0.046449
786432 0.046409
