# t n d
5637.33 1024 0
5617.67 1024 0
7948.67 1024 10
7657 1024 10
10145.7 1024 20
9344.67 1024 20
11915 1024 30
11861.7 1024 30
14021.3 1024 40
13639 1024 40
16063 1024 50
14643 1024 50
15013.3 1024 60
13817.3 1024 60
12884.7 1024 70
11930 1024 70
11431.7 1024 80
10339.3 1024 80
9944.33 1024 90
9060.67 1024 90
8384 1024 100
7604.67 1024 100
23017.3 2048 0
19183 2048 0
29524 2048 10
27441.3 2048 10
37293.7 2048 20
40024.7 2048 20
44807 2048 30
44504.3 2048 30
53152.3 2048 40
52188.7 2048 40
59426.7 2048 50
57291.3 2048 50
56959.7 2048 60
54827.7 2048 60
48100.7 2048 70
47810.7 2048 70
45089 2048 80
39945.3 2048 80
36554.7 2048 90
34768.3 2048 90
30610.3 2048 100
28662 2048 100
45216 3072 0
42350.7 3072 0
65548.3 3072 10
61083.7 3072 10
79899 3072 20
79084.7 3072 20
98217.7 3072 30
99682.3 3072 30
121272 3072 40
116746 3072 40
132690 3072 50
127627 3072 50
122222 3072 60
121218 3072 60
109698 3072 70
106325 3072 70
94558.3 3072 80
89902.7 3072 80
91976.7 3072 90
78788.7 3072 90
68144.7 3072 100
63391 3072 100
82452.3 4096 0
74146.7 4096 0
115731 4096 10
118213 4096 10
141332 4096 20
141877 4096 20
176334 4096 30
176578 4096 30
212440 4096 40
210982 4096 40
229270 4096 50
225979 4096 50
225073 4096 60
213684 4096 60
195094 4096 70
182823 4096 70
164290 4096 80
157363 4096 80
143173 4096 90
142037 4096 90
120482 4096 100
116538 4096 100
128664 5120 0
116458 5120 0
178249 5120 10
175975 5120 10
223169 5120 20
227531 5120 20
273396 5120 30
307176 5120 30
342097 5120 40
343892 5120 40
379468 5120 50
375507 5120 50
363461 5120 60
355336 5120 60
315500 5120 70
296097 5120 70
261418 5120 80
272228 5120 80
244661 5120 90
213855 5120 90
195944 5120 100
175276 5120 100
188810 6144 0
166284 6144 0
250685 6144 10
243772 6144 10
317047 6144 20
311924 6144 20
387763 6144 30
393856 6144 30
477469 6144 40
471782 6144 40
525142 6144 50
527444 6144 50
487575 6144 60
501882 6144 60
436614 6144 70
431016 6144 70
383330 6144 80
371512 6144 80
333516 6144 90
318325 6144 90
270237 6144 100
248952 6144 100
253287 7168 0
230683 7168 0
343403 7168 10
329289 7168 10
430682 7168 20
429572 7168 20
527307 7168 30
525183 7168 30
635240 7168 40
637687 7168 40
713527 7168 50
697783 7168 50
661973 7168 60
657235 7168 60
581705 7168 70
564017 7168 70
527794 7168 80
518546 7168 80
465973 7168 90
448628 7168 90
369105 7168 100
349907 7168 100
330400 8192 0
312202 8192 0
453888 8192 10
434837 8192 10
562180 8192 20
561042 8192 20
695440 8192 30
693834 8192 30
839901 8192 40
827876 8192 40
930537 8192 50
977058 8192 50
944870 8192 60
906736 8192 60
764544 8192 70
746757 8192 70
679843 8192 80
669087 8192 80
578795 8192 90
552097 8192 90
486046 8192 100
452990 8192 100
418212 9216 0
401777 9216 0
565554 9216 10
555124 9216 10
715236 9216 20
703506 9216 20
876145 9216 30
881025 9216 30
1.05847e+06 9216 40
1.06355e+06 9216 40
1.17545e+06 9216 50
1.18756e+06 9216 50
1.10847e+06 9216 60
1091753 9216 60
982436 9216 70
943919 9216 70
827034 9216 80
816874 9216 80
716699 9216 90
699587 9216 90
605665 9216 100
565436 9216 100
502937 10240 0
466004 10240 0
688632 10240 10
667009 10240 10
872570 10240 20
856650 10240 20
1.07891e+06 10240 30
1.07135e+06 10240 30
1.30594e+06 10240 40
1294460 10240 40
1436343 10240 50
1426406 10240 50
1.33558e+06 10240 60
1.32853e+06 10240 60
1.16889e+06 10240 70
1.1514e+06 10240 70
1.02034e+06 10240 80
995667 10240 80
874141 10240 90
850646 10240 90
731795 10240 100
696224 10240 100
626573 11264 0
563378 11264 0
834512 11264 10
812082 11264 10
1.05316e+06 11264 20
1.04879e+06 11264 20
1.30188e+06 11264 30
1300262 11264 30
1574005 11264 40
1.57799e+06 11264 40
1.73701e+06 11264 50
1738494 11264 50
1622095 11264 60
1.60665e+06 11264 60
1403210 11264 70
1393283 11264 70
1.22071e+06 11264 80
1199301 11264 80
1.07686e+06 11264 90
1.02981e+06 11264 90
894402 11264 100
845388 11264 100
729161 12288 0
662204 12288 0
1.00321e+06 12288 10
983015 12288 10
1536510 12288 20
1.33797e+06 12288 20
1.66245e+06 12288 30
1.62749e+06 12288 30
1.88738e+06 12288 40
1.90311e+06 12288 40
2.10034e+06 12288 50
2165060 12288 50
1941061 12288 60
1.92346e+06 12288 60
1675866 12288 70
1652647 12288 70
1461939 12288 80
1.4376e+06 12288 80
1.25875e+06 12288 90
1.22054e+06 12288 90
1.0545e+06 12288 100
1.00158e+06 12288 100
854182 13312 0
791067 13312 0
1.18984e+06 13312 10
1138487 13312 10
1.46384e+06 13312 20
1467972 13312 20
1.80326e+06 13312 30
1.8087e+06 13312 30
2.19101e+06 13312 40
2209240 13312 40
2.39234e+06 13312 50
2427636 13312 50
2284006 13312 60
2231276 13312 60
1.97647e+06 13312 70
1.92658e+06 13312 70
1707075 13312 80
1.68961e+06 13312 80
1469960 13312 90
1417048 13312 90
1.23061e+06 13312 100
1.1657e+06 13312 100
978269 14336 0
891189 14336 0
1.34239e+06 14336 10
1.29395e+06 14336 10
1.68779e+06 14336 20
1.6667e+06 14336 20
2098797 14336 30
2.0962e+06 14336 30
2.5064e+06 14336 40
2.51302e+06 14336 40
2763735 14336 50
2759904 14336 50
2.62453e+06 14336 60
2586231 14336 60
2341859 14336 70
2.32408e+06 14336 70
2.07101e+06 14336 80
2.07406e+06 14336 80
1.80112e+06 14336 90
1752244 14336 90
1476304 14336 100
1414221 14336 100
1.16784e+06 15360 0
1.07931e+06 15360 0
1581642 15360 10
1557271 15360 10
1998128 15360 20
1985122 15360 20
2401577 15360 30
2408339 15360 30
2.89566e+06 15360 40
2.89887e+06 15360 40
3199705 15360 50
3.18961e+06 15360 50
3.00087e+06 15360 60
2.97895e+06 15360 60
2.59706e+06 15360 70
2.5783e+06 15360 70
2.35304e+06 15360 80
2.2356e+06 15360 80
1973379 15360 90
1.90152e+06 15360 90
1.65655e+06 15360 100
1.57363e+06 15360 100
1371663 16384 0
1.24767e+06 16384 0
1.7709e+06 16384 10
1.72796e+06 16384 10
2.22931e+06 16384 20
2185186 16384 20
2.73268e+06 16384 30
2.72144e+06 16384 30
3312461 16384 40
3319716 16384 40
3618045 16384 50
3637881 16384 50
3.39541e+06 16384 60
3.39358e+06 16384 60
2965041 16384 70
2944146 16384 70
2.57885e+06 16384 80
2522601 16384 80
2.30655e+06 16384 90
2.16994e+06 16384 90
1.90132e+06 16384 100
1.78071e+06 16384 100
