3072 0.143944
6144 0.139481
9216 0.135349
12288 0.133625
15360 0.133641
18432 0.134607
21504 0.133157
24576 0.134565
27648 0.133048
30720 0.131645
33792 0.131379
36864 0.131194
39936 0.129989
43008 0.128357
46080 0.129046
49152 0.126632
52224 0.129932
55296 0.128689
58368 0.128155
61440 0.126604
64512 0.124443
67584 0.123831
70656 0.124851
73728 0.123590
76800 0.123530
79872 0.123640
82944 0.123131
86016 0.123038
89088 0.123252
92160 0.122317
95232 0.122586
98304 0.124770
101376 0.126809
104448 0.124898
107520 0.125196
110592 0.122703
113664 0.125096
116736 0.122162
119808 0.122743
122880 0.125412
125952 0.121936
129024 0.124060
132096 0.122140
135168 0.123271
138240 0.124584
141312 0.123336
144384 0.122294
147456 0.121752
150528 0.124959
153600 0.123859
156672 0.121035
159744 0.122519
162816 0.122116
165888 0.121845
168960 0.123217
172032 0.121381
175104 0.123815
178176 0.121303
181248 0.122760
184320 0.121791
187392 0.121783
190464 0.123160
193536 0.122171
196608 0.121015
199680 0.120375
202752 0.121651
205824 0.121936
208896 0.121886
211968 0.122367
215040 0.121241
218112 0.122107
221184 0.120833
224256 0.121389
227328 0.121375
230400 0.120525
233472 0.121512
236544 0.121520
239616 0.121553
242688 0.120062
245760 0.121726
248832 0.121057
251904 0.120237
254976 0.121230
258048 0.120885
261120 0.121261
264192 0.120033
267264 0.122041
270336 0.121143
273408 0.121543
276480 0.120404
279552 0.122807
282624 0.120902
285696 0.122154
288768 0.120609
291840 0.121384
294912 0.120682
297984 0.120651
301056 0.120660
304128 0.120689
307200 0.120043
310272 0.121921
313344 0.120496
316416 0.120766
319488 0.120451
322560 0.121135
325632 0.119695
328704 0.122031
331776 0.119051
334848 0.122244
337920 0.119181
340992 0.119454
344064 0.119980
347136 0.120664
350208 0.120233
353280 0.120276
356352 0.123312
359424 0.120553
362496 0.120336
365568 0.122049
368640 0.119932
371712 0.120794
374784 0.119638
377856 0.121473
380928 0.120361
384000 0.121278
387072 0.121446
390144 0.121015
393216 0.119668
396288 0.119624
399360 0.119321
402432 0.122311
405504 0.120147
408576 0.121923
411648 0.119952
414720 0.122266
417792 0.121352
420864 0.120446
423936 0.120431
427008 0.119325
430080 0.118139
433152 0.119219
436224 0.120213
439296 0.120885
442368 0.119121
445440 0.119800
448512 0.121521
451584 0.121241
454656 0.121616
457728 0.123896
460800 0.121680
463872 0.124588
466944 0.124949
470016 0.122443
473088 0.123816
476160 0.120155
479232 0.119026
482304 0.119032
485376 0.119281
488448 0.118818
491520 0.118895
494592 0.119003
497664 0.119100
500736 0.118822
503808 0.118681
506880 0.120572
509952 0.122095
513024 0.118774
516096 0.119143
519168 0.118703
522240 0.119360
525312 0.119311
528384 0.119217
531456 0.119927
534528 0.122178
537600 0.121862
540672 0.121656
543744 0.119383
546816 0.119165
549888 0.119052
552960 0.119027
556032 0.119311
559104 0.119178
562176 0.119892
565248 0.118977
568320 0.119277
571392 0.119242
574464 0.119259
577536 0.119329
580608 0.118908
583680 0.118982
586752 0.118668
589824 0.118883
592896 0.118843
595968 0.118823
599040 0.120861
602112 0.119219
605184 0.119035
608256 0.119621
611328 0.119547
614400 0.118507
617472 0.118575
620544 0.119010
623616 0.119131
626688 0.118892
629760 0.118645
632832 0.119094
635904 0.118958
638976 0.119564
642048 0.119163
645120 0.118681
648192 0.118921
651264 0.118779
654336 0.118532
657408 0.118385
660480 0.119345
663552 0.118628
666624 0.119291
669696 0.118249
672768 0.118424
675840 0.118372
678912 0.118573
681984 0.118047
685056 0.118228
688128 0.118303
691200 0.118341
694272 0.118304
697344 0.118011
700416 0.117874
703488 0.117782
706560 0.117979
709632 0.117805
712704 0.117908
715776 0.118024
718848 0.117823
721920 0.117691
724992 0.117861
728064 0.118113
731136 0.117845
734208 0.117727
737280 0.117570
740352 0.117773
743424 0.117545
746496 0.117903
749568 0.117609
752640 0.117555
755712 0.117531
758784 0.117537
761856 0.117599
764928 0.117541
768000 0.117803
771072 0.117792
774144 0.117447
777216 0.117478
780288 0.117653
783360 0.117562
786432 0.117625
