5770000	13914
5780000	13942
5790000	13971
5800000	13999
5810000	14028
5820000	14057
5830000	14085
5840000	14115
5850000	14143
5860000	14172
5870000	14201
5880000	14230
5890000	14259
5900000	14288
5910000	14317
5920000	14346
5930000	14375
5940000	14404
5950000	14433
5960000	14462
5970000	14491
5980000	14520
5990000	14549
6000000	14578
6010000	14607
6020000	14636
6030000	14665
6040000	14694
6050000	14723
6060000	14752
6070000	14782
6080000	14810
6090000	14839
6100000	14868
6110000	14898
6120000	14927
6130000	14956
6140000	14986
6150000	15015
6160000	15045
6170000	15073
6180000	15103
6190000	15132
6200000	15162
6210000	15191
6220000	15220
6230000	15250
6240000	15279
6250000	15308
6260000	15337
6270000	15367
6280000	15396
6290000	15426
6300000	15455
6310000	15484
6320000	15513
6330000	15542
6340000	15572
6350000	15601
6360000	15630
6370000	15659
6380000	15688
6390000	15717
6400000	15747
6410000	15776
6420000	15805
6430000	15834
6440000	15863
6450000	15893
6460000	15923
6470000	15952
6480000	15982
6490000	16011
6500000	16040
6510000	16069
6520000	16099
6530000	16129
6540000	16158
6550000	16187
6560000	16217
6570000	16247
6580000	16276
6590000	16306
6600000	16336
6610000	16366
6620000	16396
6630000	16425
6640000	16455
6650000	16485
6660000	16515
6670000	16544
6680000	16574
6690000	16603
6700000	16633
6710000	16662
6720000	16692
6730000	16722
6740000	16752
6750000	16782
6760000	16811
6770000	16841
6780000	16870
6790000	16900
6800000	16930
6810000	16959
6820000	16989
6830000	17019
6840000	17049
6850000	17079
6860000	17109
6870000	17139
6880000	17170
6890000	17200
6900000	17229
6910000	17260
6920000	17290
6930000	17320
6940000	17350
6950000	17381
6960000	17410
6970000	17440
6980000	17470
6990000	17500
7000000	17529
7010000	17559
7020000	17589
7030000	17619
7040000	17649
7050000	17678
7060000	17708
7070000	17738
7080000	17768
7090000	17798
7100000	17828
7110000	17857
7120000	17887
7130000	17917
7140000	17947
7150000	17977
7160000	18007
7170000	18037
7180000	18067
7190000	18098
7200000	18128
7210000	18158
7220000	18188
7230000	18218
7240000	18249
7250000	18279
7260000	18309
7270000	18339
7280000	18370
7290000	18400
7300000	18431
7310000	18461
7320000	18491
7330000	18522
7340000	18552
7350000	18582
7360000	18612
7370000	18642
7380000	18672
7390000	18703
7400000	18733
7410000	18764
7420000	18794
7430000	18824
7440000	18854
7450000	18884
7460000	18915
7470000	18945
7480000	18976
7490000	19006
7500000	19037
7510000	19067
7520000	19097
7530000	19128
7540000	19158
7550000	19190
7560000	19220
7570000	19251
7580000	19282
7590000	19312
7600000	19343
7610000	19374
7620000	19404
7630000	19435
7640000	19466
7650000	19496
7660000	19526
7670000	19556
7680000	19587
7690000	19617
7700000	19648
7710000	19678
7720000	19708
7730000	19739
7740000	19769
7750000	19800
7760000	19830
7770000	19860
7780000	19891
7790000	19921
7800000	19952
7810000	19982
7820000	20013
7830000	20043
7840000	20074
7850000	20105
7860000	20136
7870000	20166
7880000	20197
7890000	20227
7900000	20259
7910000	20289
7920000	20321
7930000	20351
7940000	20382
7950000	20413
7960000	20444
7970000	20475
7980000	20506
7990000	20536
8000000	20567
8010000	20598
8020000	20628
8030000	20659
8040000	20690
8050000	20721
8060000	20752
8070000	20783
8080000	20814
8090000	20845
8100000	20876
8110000	20907
8120000	20937
8130000	20968
8140000	20999
8150000	21030
8160000	21062
8170000	21092
8180000	21124
8190000	21155
8200000	21186
8210000	21217
8220000	21249
8230000	21280
8240000	21311
8250000	21342
8260000	21373
8270000	21404
8280000	21435
8290000	21466
8300000	21497
8310000	21528
8320000	21559
8330000	21590
8340000	21621
8350000	21652
8360000	21682
8370000	21713
8380000	21744
8390000	21775
8400000	21806
8410000	21837
8420000	21868
8430000	21899
8440000	21930
8450000	21961
8460000	21992
8470000	22023
8480000	22055
8490000	22086
8500000	22118
8510000	22149
8520000	22180
8530000	22211
8540000	22243
8550000	22274
8560000	22306
8570000	22337
8580000	22368
8590000	22400
8600000	22431
8610000	22463
8620000	22495
8630000	22527
8640000	22558
8650000	22589
8660000	22621
8670000	22652
8680000	22683
8690000	22715
8700000	22746
8710000	22778
8720000	22809
8730000	22840
8740000	22871
8750000	22904
8760000	22938
8770000	22969
8780000	23001
8790000	23033
8800000	23065
8810000	23096
8820000	23128
8830000	23159
8840000	23192
8850000	23223
8860000	23255
8870000	23287
8880000	23318
8890000	23350
8900000	23382
8910000	23414
8920000	23445
8930000	23477
8940000	23508
8950000	23540
8960000	23571
8970000	23602
8980000	23634
8990000	23665
9000000	23697
9010000	23728
9020000	23760
9030000	23791
9040000	23822
9050000	23854
9060000	23885
9070000	23917
9080000	23948
9090000	23980
9100000	24011
9110000	24043
9120000	24075
9130000	24106
9140000	24138
9150000	24169
9160000	24201
9170000	24233
9180000	24264
9190000	24296
9200000	24327
9210000	24359
9220000	24391
9230000	24423
9240000	24454
9250000	24486
9260000	24518
9270000	24549
9280000	24581
9290000	24613
9300000	24644
9310000	24676
9320000	24708
9330000	24742
9340000	24783
9350000	24815
9360000	24847
9370000	24879
9380000	24910
9390000	24942
9400000	24974
9410000	25006
9420000	25039
9430000	25071
9440000	25103
9450000	25134
9460000	25167
9470000	25199
9480000	25231
9490000	25263
9500000	25295
9510000	25328
9520000	25360
9530000	25392
9540000	25424
9550000	25456
9560000	25488
9570000	25520
9580000	25552
9590000	25584
9600000	25616
9610000	25648
9620000	25680
9630000	25712
9640000	25744
9650000	25775
9660000	25807
9670000	25840
9680000	25872
9690000	25903
9700000	25936
9710000	25968
9720000	26000
9730000	26032
9740000	26064
9750000	26096
9760000	26129
9770000	26161
9780000	26193
9790000	26225
9800000	26257
9810000	26289
9820000	26321
9830000	26353
9840000	26386
9850000	26418
9860000	26450
9870000	26482
9880000	26514
9890000	26546
9900000	26578
9910000	26610
9920000	26643
9930000	26675
9940000	26707
9950000	26739
9960000	26771
9970000	26804
9980000	26836
9990000	26868
