10000	4
20000	10
30000	15
40000	22
50000	29
60000	37
70000	44
80000	52
90000	61
100000	74
110000	86
120000	99
130000	112
140000	124
150000	137
160000	150
170000	162
180000	175
190000	190
200000	203
210000	215
220000	226
230000	240
240000	252
250000	265
260000	277
270000	295
280000	310
290000	324
300000	337
310000	352
320000	367
330000	381
340000	399
350000	416
360000	434
370000	453
380000	472
390000	492
400000	514
410000	531
420000	549
430000	566
440000	582
450000	597
460000	614
470000	630
480000	646
490000	662
500000	679
510000	696
520000	713
530000	729
540000	746
550000	763
560000	780
570000	797
580000	815
590000	832
600000	849
610000	867
620000	884
630000	902
640000	920
650000	938
660000	955
670000	974
680000	991
690000	1010
700000	1028
710000	1047
720000	1065
730000	1083
740000	1102
750000	1120
760000	1139
770000	1157
780000	1177
790000	1195
800000	1214
810000	1233
820000	1251
830000	1270
840000	1290
850000	1309
860000	1329
870000	1348
880000	1368
890000	1388
900000	1408
910000	1427
920000	1447
930000	1466
940000	1486
950000	1505
960000	1525
970000	1544
980000	1564
990000	1584
1000000	1603
1010000	1623
1020000	1643
1030000	1663
1040000	1683
1050000	1703
1060000	1723
1070000	1743
1080000	1763
1090000	1783
1100000	1803
1110000	1823
1120000	1844
1130000	1864
1140000	1884
1150000	1904
1160000	1925
1170000	1945
1180000	1966
1190000	1986
1200000	2006
1210000	2029
1220000	2050
1230000	2071
1240000	2092
1250000	2113
1260000	2134
1270000	2155
1280000	2176
1290000	2200
1300000	2229
1310000	2263
1320000	2288
1330000	2314
1340000	2343
1350000	2370
1360000	2399
1370000	2421
1380000	2452
1390000	2473
1400000	2495
1410000	2516
1420000	2538
1430000	2559
1440000	2580
1450000	2602
1460000	2623
1470000	2645
1480000	2667
1490000	2688
1500000	2710
1510000	2732
1520000	2753
1530000	2775
1540000	2797
1550000	2819
1560000	2841
1570000	2868
1580000	2895
1590000	2918
1600000	2942
1610000	2965
1620000	2987
1630000	3010
1640000	3033
1650000	3055
1660000	3077
1670000	3100
1680000	3122
1690000	3145
1700000	3167
1710000	3190
1720000	3212
1730000	3235
1740000	3257
1750000	3280
1760000	3303
1770000	3326
1780000	3348
1790000	3371
1800000	3394
1810000	3416
1820000	3439
1830000	3462
1840000	3484
1850000	3507
1860000	3530
1870000	3553
1880000	3576
1890000	3598
1900000	3621
1910000	3655
1920000	3683
1930000	3713
1940000	3740
1950000	3766
1960000	3790
1970000	3815
1980000	3838
1990000	3861
2000000	3884
2010000	3907
2020000	3930
2030000	3953
2040000	3976
2050000	3999
2060000	4023
2070000	4046
2080000	4070
2090000	4093
2100000	4116
2110000	4140
2120000	4163
2130000	4187
2140000	4210
2150000	4236
2160000	4260
2170000	4284
2180000	4308
2190000	4331
2200000	4355
2210000	4379
2220000	4403
2230000	4427
2240000	4450
2250000	4474
2260000	4498
2270000	4522
2280000	4547
2290000	4570
2300000	4594
2310000	4618
2320000	4642
2330000	4665
2340000	4689
2350000	4714
2360000	4738
2370000	4762
2380000	4786
2390000	4811
2400000	4835
2410000	4859
2420000	4883
2430000	4908
2440000	4932
2450000	4956
2460000	4981
2470000	5005
2480000	5030
2490000	5054
2500000	5078
2510000	5103
2520000	5127
2530000	5152
2540000	5177
2550000	5201
2560000	5226
2570000	5250
2580000	5275
2590000	5300
2600000	5326
2610000	5353
2620000	5378
2630000	5403
2640000	5431
2650000	5456
2660000	5487
2670000	5516
2680000	5548
2690000	5573
2700000	5599
2710000	5627
2720000	5652
2730000	5677
2740000	5704
2750000	5732
2760000	5757
2770000	5782
2780000	5807
2790000	5831
2800000	5856
2810000	5881
2820000	5905
2830000	5930
2840000	5955
2850000	5980
2860000	6004
2870000	6031
2880000	6056
2890000	6081
2900000	6107
2910000	6132
2920000	6157
2930000	6182
2940000	6207
2950000	6233
2960000	6258
2970000	6283
2980000	6309
2990000	6334
3000000	6359
3010000	6385
3020000	6410
3030000	6436
3040000	6461
3050000	6486
3060000	6511
3070000	6536
3080000	6562
3090000	6587
3100000	6612
3110000	6638
3120000	6663
3130000	6688
3140000	6714
3150000	6739
3160000	6764
3170000	6790
3180000	6815
3190000	6841
3200000	6866
3210000	6892
3220000	6918
3230000	6943
3240000	6969
3250000	6994
3260000	7020
3270000	7046
3280000	7071
3290000	7097
3300000	7122
3310000	7148
3320000	7175
3330000	7201
3340000	7226
3350000	7252
3360000	7278
3370000	7306
3380000	7332
3390000	7358
3400000	7385
3410000	7410
3420000	7436
3430000	7462
3440000	7488
3450000	7513
3460000	7539
3470000	7565
3480000	7591
3490000	7617
3500000	7643
3510000	7669
3520000	7694
3530000	7720
3540000	7746
3550000	7772
3560000	7798
3570000	7824
3580000	7850
3590000	7876
3600000	7902
3610000	7928
3620000	7954
3630000	7980
3640000	8006
3650000	8032
3660000	8058
3670000	8084
3680000	8111
3690000	8137
3700000	8163
3710000	8189
3720000	8215
3730000	8242
3740000	8268
3750000	8294
3760000	8320
3770000	8347
3780000	8373
3790000	8400
3800000	8426
3810000	8452
3820000	8478
3830000	8505
3840000	8531
3850000	8557
3860000	8584
3870000	8610
3880000	8637
3890000	8663
3900000	8689
3910000	8716
3920000	8742
3930000	8769
3940000	8795
3950000	8821
3960000	8848
3970000	8874
3980000	8901
3990000	8928
4000000	8954
4010000	8981
4020000	9007
4030000	9034
4040000	9061
4050000	9088
4060000	9114
4070000	9141
4080000	9168
4090000	9195
4100000	9221
4110000	9248
4120000	9275
4130000	9302
4140000	9328
4150000	9355
4160000	9382
4170000	9409
4180000	9436
4190000	9463
4200000	9490
4210000	9516
4220000	9543
4230000	9570
4240000	9597
4250000	9624
4260000	9651
4270000	9678
4280000	9705
4290000	9731
4300000	9758
4310000	9785
4320000	9812
4330000	9839
4340000	9866
4350000	9893
4360000	9920
4370000	9947
4380000	9974
4390000	10001
4400000	10028
4410000	10056
4420000	10082
4430000	10110
4440000	10137
4450000	10165
4460000	10192
4470000	10219
4480000	10247
4490000	10274
4500000	10301
4510000	10328
4520000	10356
4530000	10383
4540000	10410
4550000	10437
4560000	10465
4570000	10492
4580000	10519
4590000	10547
4600000	10574
4610000	10601
4620000	10629
4630000	10656
4640000	10683
4650000	10711
4660000	10738
4670000	10766
4680000	10793
4690000	10820
4700000	10848
4710000	10875
4720000	10903
4730000	10930
4740000	10957
4750000	10985
4760000	11013
4770000	11040
4780000	11068
4790000	11096
4800000	11124
4810000	11151
4820000	11180
4830000	11207
4840000	11235
4850000	11263
4860000	11291
4870000	11319
4880000	11347
4890000	11375
4900000	11403
4910000	11431
4920000	11458
4930000	11486
4940000	11514
4950000	11541
4960000	11569
4970000	11597
4980000	11625
4990000	11652
5000000	11680
5010000	11708
5020000	11736
5030000	11764
5040000	11791
5050000	11819
5060000	11847
5070000	11875
5080000	11904
5090000	11936
5100000	11967
5110000	11998
5120000	12028
5130000	12060
5140000	12091
5150000	12122
5160000	12150
5170000	12178
5180000	12206
5190000	12239
5200000	12269
5210000	12299
5220000	12330
5230000	12364
5240000	12393
5250000	12423
5260000	12454
5270000	12484
5280000	12513
5290000	12541
5300000	12569
5310000	12598
5320000	12626
5330000	12654
5340000	12683
5350000	12711
5360000	12739
5370000	12768
5380000	12796
5390000	12824
5400000	12852
5410000	12882
5420000	12914
5430000	12943
5440000	12971
5450000	13000
5460000	13028
5470000	13057
5480000	13085
5490000	13114
5500000	13142
5510000	13172
5520000	13200
5530000	13229
5540000	13257
5550000	13286
5560000	13315
5570000	13343
5580000	13372
5590000	13401
5600000	13430
5610000	13458
5620000	13487
5630000	13515
5640000	13543
5650000	13572
5660000	13600
5670000	13629
5680000	13657
5690000	13686
5700000	13714
5710000	13742
5720000	13771
5730000	13799
5740000	13828
5750000	13856
5760000	13885
